Name,HOMFLY
12a_686,(v^2+ 3*v^4-5*v^6+ 2*v^8)+ (2*v^2+ 4*v^4-10*v^6+ 3*v^8+ v^10)*z^2+ (v^2-9*v^6+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_687,(v^(-2)+ 1-3*v^2+ 3*v^4-2*v^6+ v^8)+ (v^(-2)-1-6*v^2+ 5*v^4-4*v^6+ v^8)*z^2+ (-2-2*v^2+ 4*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6
12a_688,(-2*v^2+ 8*v^4-6*v^6+ v^8)+ (-5*v^2+ 16*v^4-7*v^6)*z^2+ (-4*v^2+ 12*v^4-2*v^8)*z^4+ (-v^2+ 5*v^4+ 3*v^6-v^8)*z^6+ (v^4+ v^6)*z^8
12a_689,(2*v^(-2)-1-2*v^2+ 3*v^4-2*v^6+ v^8)+ (v^(-2)-4-2*v^2+ 3*v^4-4*v^6+ v^8)*z^2+ (-2+ v^2+ 2*v^4-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_690,(v^(-4)-1+ v^2-v^6+ v^8)+ (-2*v^(-2)-2+ v^2-v^4-2*v^6)*z^2+ (1+ 2*v^2+ v^4)*z^4
12a_691,(v^(-4)-v^2+ v^4-v^6+ v^8)+ (-2*v^(-2)-1-2*v^2-2*v^6)*z^2+ (1+ v^2+ v^4)*z^4
12a_692,(v^(-8)-8*v^(-6)+ 12*v^(-4)-4*v^(-2))+ (-2*v^(-8)-6*v^(-6)+ 22*v^(-4)-8*v^(-2))*z^2+ (-3*v^(-8)+ 3*v^(-6)+ 16*v^(-4)-5*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 6*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_693,(2*v^(-8)-6*v^(-6)+ 9*v^(-4)-8*v^(-2)+ 4)+ (3*v^(-8)-11*v^(-6)+ 15*v^(-4)-14*v^(-2)+ 4)*z^2+ (v^(-8)-8*v^(-6)+ 11*v^(-4)-9*v^(-2)+ 1)*z^4+ (-2*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^6+ (v^(-4))*z^8
12a_694,(4*v^4-7*v^6+ 8*v^8-5*v^10+ v^12)+ (8*v^4-12*v^6+ 11*v^8-3*v^10)*z^2+ (5*v^4-10*v^6+ 2*v^8+ 2*v^10)*z^4+ (v^4-5*v^6-3*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_695,(1-v^2+ 2*v^4-v^6)+ (2-6*v^2+ 8*v^4-4*v^6+ v^8)*z^2+ (2-8*v^2+ 8*v^4-3*v^6)*z^4+ (1-4*v^2+ 3*v^4)*z^6+ (-v^2)*z^8
12a_696,(v^(-4)-2*v^(-2)+ 2)+ (-v^(-6)+ 4*v^(-4)-8*v^(-2)+ 6-2*v^2)*z^2+ (3*v^(-4)-8*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_697,(-v^(-2)+ 3-v^2)+ (v^(-4)-3*v^(-2)+ 5-3*v^2+ v^4)*z^2+ (v^(-4)-4*v^(-2)+ 5-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8
12a_698,(-v^(-6)+ 4*v^(-4)-5*v^(-2)+ 3)+ (-2*v^(-6)+ 8*v^(-4)-11*v^(-2)+ 5-v^2)*z^2+ (-v^(-6)+ 6*v^(-4)-9*v^(-2)+ 5-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_699,(-v^(-6)+ 4*v^(-4)-5*v^(-2)+ 3)+ (-v^(-6)+ 6*v^(-4)-11*v^(-2)+ 7-2*v^2)*z^2+ (3*v^(-4)-9*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_700,(-2*v^(-2)+ 6-4*v^2+ v^4)+ (-5*v^(-2)+ 14-11*v^2+ 4*v^4-v^6)*z^2+ (-3*v^(-2)+ 13-9*v^2+ 3*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ (1)*z^8
12a_701,(-3*v^(-6)+ 5*v^(-4)-v^(-2))+ (-3*v^(-8)+ 2*v^(-6)+ 8*v^(-4)-3*v^(-2))*z^2+ (-3*v^(-8)+ 6*v^(-6)+ 7*v^(-4)-3*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 4*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_702,(2*v^(-8)-5*v^(-6)+ 4*v^(-4)-v^(-2)+ 1)+ (3*v^(-8)-11*v^(-6)+ 12*v^(-4)-7*v^(-2)+ 2)*z^2+ (v^(-8)-8*v^(-6)+ 11*v^(-4)-7*v^(-2)+ 1)*z^4+ (-2*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^6+ (v^(-4))*z^8
12a_703,(v^(-8)-4*v^(-6)+ 5*v^(-4)-2*v^(-2)+ 1)+ (v^(-8)-6*v^(-6)+ 9*v^(-4)-3*v^(-2))*z^2+ (-3*v^(-6)+ 8*v^(-4)-4*v^(-2)+ 1)*z^4+ (3*v^(-4)-3*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_704,(-2*v^(-6)+ 4*v^(-4)-3*v^(-2)+ 3-v^2)+ (-3*v^(-6)+ 9*v^(-4)-7*v^(-2)+ 6-2*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-7*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_705,(v^(-4)-2*v^(-2)+ 2)+ (v^(-4)-4*v^(-2)+ 4-3*v^2+ v^4)*z^2+ (v^(-4)-4*v^(-2)+ 5-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8
12a_706,(-2*v^(-2)+ 5-3*v^2+ 2*v^4-v^6)+ (-4*v^(-2)+ 13-11*v^2+ 6*v^4-v^6)*z^2+ (-3*v^(-2)+ 12-10*v^2+ 3*v^4)*z^4+ (-v^(-2)+ 5-3*v^2)*z^6+ (1)*z^8
12a_707,(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-v^(-6)+ 5*v^(-4)-7*v^(-2)+ 6-2*v^2)*z^2+ (3*v^(-4)-8*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8
12a_708,(v^(-4)-4*v^(-2)+ 6-2*v^2)+ (v^(-4)-7*v^(-2)+ 14-10*v^2+ 3*v^4)*z^2+ (-3*v^(-2)+ 11-11*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6+ (-v^2)*z^8
12a_709,(-2*v^(-6)+ 5*v^(-4)-4*v^(-2)+ 2)+ (-2*v^(-6)+ 9*v^(-4)-10*v^(-2)+ 5-v^2)*z^2+ (-v^(-6)+ 6*v^(-4)-9*v^(-2)+ 5-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_710,(v^(-8)-2*v^(-6)+ v^(-4)+ 1)+ (v^(-8)-5*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^2+ (-3*v^(-6)+ 7*v^(-4)-4*v^(-2)+ 1)*z^4+ (3*v^(-4)-3*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_711,(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-2*v^(-6)+ 7*v^(-4)-7*v^(-2)+ 4-v^2)*z^2+ (-v^(-6)+ 6*v^(-4)-8*v^(-2)+ 5-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_712,(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (v^(-8)-3*v^(-6)+ 2*v^(-4)-v^(-2))*z^2+ (-3*v^(-6)+ 6*v^(-4)-4*v^(-2)+ 1)*z^4+ (3*v^(-4)-3*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8
12a_713,(2-2*v^2+ v^4)+ (5-7*v^2-3*v^4+ 4*v^6)*z^2+ (4-9*v^2-8*v^4+ 4*v^6)*z^4+ (1-5*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_714,(v^(-4)-2*v^(-2)+ 2)+ (4*v^(-4)-6*v^(-2)-2+ 3*v^2)*z^2+ (4*v^(-4)-8*v^(-2)-7+ 4*v^2)*z^4+ (v^(-4)-5*v^(-2)-5+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_715,(v^(-4)-v^(-2)+ v^2)+ (2*v^(-4)-2*v^(-2)-4+ v^2+ v^4)*z^2+ (v^(-4)-2*v^(-2)-5-v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_716,(-4*v^(-8)+ 6*v^(-6)-v^(-4))+ (-14*v^(-8)+ 31*v^(-6)-10*v^(-4))*z^2+ (-16*v^(-8)+ 46*v^(-6)-15*v^(-4))*z^4+ (-7*v^(-8)+ 30*v^(-6)-7*v^(-4))*z^6+ (-v^(-8)+ 9*v^(-6)-v^(-4))*z^8+ (v^(-6))*z^10
12a_717,(-3*v^(-8)+ 4*v^(-6))+ (-7*v^(-8)+ 13*v^(-6)+ 3*v^(-4)-3*v^(-2))*z^2+ (-5*v^(-8)+ 13*v^(-6)+ 7*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 6*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_718,(-2*v^(-8)+ 2*v^(-6)+ v^(-4))+ (-5*v^(-8)+ 7*v^(-6)+ 7*v^(-4)-4*v^(-2))*z^2+ (-4*v^(-8)+ 9*v^(-6)+ 9*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 5*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_719,(-2*v^(-8)+ 2*v^(-6)+ v^(-4))+ (-3*v^(-8)+ 4*v^(-6)+ 6*v^(-4)-v^(-2)-1)*z^2+ (-v^(-8)+ 3*v^(-6)+ 6*v^(-4)+ v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
12a_720,(-v^(-8)+ 2*v^(-4))+ (-4*v^(-8)+ 5*v^(-6)+ 6*v^(-4)-3*v^(-2))*z^2+ (-4*v^(-8)+ 8*v^(-6)+ 8*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 5*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_721,(-v^(-8)+ v^(-6)+ v^(-2))+ (-2*v^(-8)+ 2*v^(-6)+ 4*v^(-4)-1)*z^2+ (-v^(-8)+ 2*v^(-6)+ 5*v^(-4)+ v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
12a_722,(5*v^6-5*v^8+ v^10)+ (20*v^6-25*v^8+ 10*v^10)*z^2+ (21*v^6-41*v^8+ 15*v^10)*z^4+ (8*v^6-29*v^8+ 7*v^10)*z^6+ (v^6-9*v^8+ v^10)*z^8+ (-v^8)*z^10
12a_723,(v^4+ 3*v^6-4*v^8+ v^10)+ (6*v^4+ 3*v^6-11*v^8+ 6*v^10)*z^2+ (5*v^4-5*v^6-12*v^8+ 5*v^10)*z^4+ (v^4-5*v^6-6*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_724,(2*v^4+ v^6-3*v^8+ v^10)+ (7*v^4-2*v^6-6*v^8+ 4*v^10)*z^2+ (5*v^4-7*v^6-8*v^8+ 4*v^10)*z^4+ (v^4-5*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_725,(2*v^4+ v^6-3*v^8+ v^10)+ (2*v^2+ 4*v^4-3*v^6-3*v^8+ 3*v^10)*z^2+ (v^2-v^4-6*v^6-3*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_726,(3*v^4-v^6-2*v^8+ v^10)+ (7*v^4-3*v^6-6*v^8+ 4*v^10)*z^2+ (5*v^4-7*v^6-8*v^8+ 4*v^10)*z^4+ (v^4-5*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_727,(v^2+ v^4-2*v^8+ v^10)+ (2*v^2+ 2*v^4-3*v^6-2*v^8+ 2*v^10)*z^2+ (v^2-v^4-5*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_728,(-2*v^(-2)+ 4-v^4)+ (-5*v^(-2)+ 8+ 4*v^2-4*v^4)*z^2+ (-4*v^(-2)+ 9+ 8*v^2-4*v^4)*z^4+ (-v^(-2)+ 5+ 5*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_729,(-v^(-2)+ 2+ v^2-v^4)+ (-2*v^(-2)+ 2+ 4*v^2-v^4-v^6)*z^2+ (-v^(-2)+ 2+ 5*v^2+ v^4-v^6)*z^4+ (1+ 2*v^2+ v^4)*z^6
12a_730,(3*v^4-v^6-2*v^8+ v^10)+ (2*v^2+ 3*v^4-3*v^6-2*v^8+ 2*v^10)*z^2+ (v^2-v^4-5*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_731,(2-v^2-v^4+ v^6)+ (3-2*v^2-6*v^4+ v^6+ 2*v^8)*z^2+ (1-3*v^2-7*v^4-2*v^6+ v^8)*z^4+ (-v^2-2*v^4-v^6)*z^6
12a_732,(-2*v^(-8)+ 3*v^(-6)-v^(-4)+ v^(-2))+ (-3*v^(-8)+ 6*v^(-6)+ 3*v^(-2)-2)*z^2+ (-v^(-8)+ 4*v^(-6)+ 2*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-6)+ v^(-4)+ v^(-2))*z^6
12a_733,(v^2+ 2*v^6-3*v^8+ v^10)+ (3*v^2-v^4+ 2*v^6-5*v^8+ 3*v^10)*z^2+ (v^2-3*v^4-2*v^6-4*v^8+ v^10)*z^4+ (-v^4-v^6-v^8)*z^6
12a_734,(1)+ (3-3*v^2-3*v^4+ 3*v^6)*z^2+ (3-6*v^2-6*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_735,(v^2+ v^4-2*v^8+ v^10)+ (1+ v^2-v^6-v^8+ v^10)*z^2+ (-v^2-2*v^4-2*v^6-v^8)*z^4
12a_736,(v^(-4)-2+ 2*v^2)+ (2*v^(-4)-v^(-2)-6+ 2*v^4)*z^2+ (v^(-4)-2*v^(-2)-6-2*v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
12a_737,(-2*v^(-6)+ 3*v^(-4))+ (-2*v^(-8)-v^(-6)+ 10*v^(-4)-4*v^(-2))*z^2+ (-3*v^(-8)+ 4*v^(-6)+ 10*v^(-4)-4*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 5*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
12a_738,(-v^(-8)+ 2*v^(-6)-2*v^(-4)+ 2*v^(-2))+ (-2*v^(-8)+ 4*v^(-6)-2*v^(-4)+ 4*v^(-2)-2)*z^2+ (-v^(-8)+ 3*v^(-6)+ v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-6)+ v^(-4)+ v^(-2))*z^6
12a_739,(4*v^4-3*v^6-v^8+ v^10)+ (8*v^4-8*v^6-v^8+ 2*v^10)*z^2+ (5*v^4-9*v^6-4*v^8+ 3*v^10)*z^4+ (v^4-5*v^6-4*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_740,(2*v^2-v^4+ v^6-2*v^8+ v^10)+ (3*v^2-3*v^4+ 2*v^6-4*v^8+ 2*v^10)*z^2+ (v^2-3*v^4-v^6-3*v^8+ v^10)*z^4+ (-v^4-v^6-v^8)*z^6
12a_741,(4*v^4-3*v^6-v^8+ v^10)+ (v^2+ 6*v^4-8*v^6+ v^8+ v^10)*z^2+ (v^2+ v^4-8*v^6+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_742,(2*v^(-4)-4*v^(-2)+ 3)+ (5*v^(-4)-8*v^(-2)-3+ 4*v^2)*z^2+ (4*v^(-4)-9*v^(-2)-8+ 4*v^2)*z^4+ (v^(-4)-5*v^(-2)-5+ v^2)*z^6+ (-v^(-2)-1)*z^8
12a_743,(v^(-4)-1+ v^4)+ (v^(-4)-v^(-2)-3-2*v^2+ v^6)*z^2+ (-v^(-2)-2-2*v^2-v^4)*z^4
12a_744,(-v^(-8)+ 2*v^(-6)-v^(-4)+ 1)+ (-v^(-8)+ 2*v^(-6)+ 1-v^2)*z^2+ (v^(-6)+ v^(-4)+ v^(-2)+ 1)*z^4
12a_745,(1+ v^6-2*v^8+ v^10)+ (1-v^2-2*v^8+ v^10)*z^2+ (-v^2-v^4-v^6-v^8)*z^4
12a_746,(-v^(-2)+ 2+ v^2-v^4)+ (-3*v^(-2)+ 4+ 4*v^2-3*v^4)*z^2+ (-3*v^(-2)+ 6+ 6*v^2-3*v^4)*z^4+ (-v^(-2)+ 4+ 4*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_747,(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-2*v^(-6)+ 6*v^(-4)-6*v^(-2)+ 5-2*v^2)*z^2+ (-v^(-6)+ 6*v^(-4)-7*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_748,(v^(-2)-v^2+ v^4)+ (2*v^(-2)-1-5*v^2+ 2*v^6)*z^2+ (v^(-2)-2-6*v^2-2*v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6
12a_749,(-v^(-8)+ 2*v^(-4))+ (-2*v^(-8)+ v^(-6)+ 6*v^(-4)+ v^(-2)-2)*z^2+ (-v^(-8)+ 2*v^(-6)+ 6*v^(-4)+ 2*v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
12a_750,(3*v^4-v^6-2*v^8+ v^10)+ (1+ 2*v^2-2*v^6+ v^10)*z^2+ (-v^2-3*v^4-3*v^6-v^8)*z^4
12a_751,(-v^(-6)+ 2*v^(-4)-1+ v^2)+ (-v^(-6)+ 3*v^(-4)-v^(-2)-2+ 2*v^2-v^4)*z^2+ (2*v^(-4)-v^(-2)-1+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6
12a_752,(v^(-2)-v^4+ v^6)+ (v^(-2)-3*v^2-3*v^4+ v^6+ v^8)*z^2+ (-1-3*v^2-3*v^4-v^6)*z^4
12a_753,(-v^(-8)+ v^(-6)+ v^(-2))+ (-v^(-8)+ v^(-6)+ 2*v^(-4)+ 2*v^(-2)-v^2)*z^2+ (v^(-6)+ 2*v^(-4)+ 2*v^(-2)+ 1)*z^4
12a_754,(-v^(-2)+ 2+ v^2-v^4)+ (-2*v^(-2)+ 4+ v^4-v^6)*z^2+ (-v^(-2)+ 5-3*v^2+ 4*v^4-v^6)*z^4+ (2-3*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_755,(2-3*v^2+ 3*v^4-v^6)+ (4-8*v^2+ 3*v^4+ v^6)*z^2+ (3-8*v^2-2*v^4+ 2*v^6)*z^4+ (1-4*v^2-3*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_756,(-2*v^(-6)+ 3*v^(-4))+ (-3*v^(-6)+ 8*v^(-4)-4*v^(-2)+ 4-2*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-6*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_757,(2-4*v^2+ 5*v^4-2*v^6)+ (5-10*v^2+ 5*v^4+ v^6)*z^2+ (4-10*v^2-3*v^4+ 3*v^6)*z^4+ (1-5*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
12a_758,(v^(-2)-2+ 3*v^2-v^4)+ (2*v^(-2)-4+ 3*v^2-3*v^4+ 2*v^6)*z^2+ (v^(-2)-3-v^2-3*v^4+ v^6)*z^4+ (-1-v^2-v^4)*z^6
12a_759,(-3*v^(-6)+ 4*v^(-4)+ v^(-2)-1)+ (-7*v^(-6)+ 11*v^(-4)+ 7*v^(-2)-6)*z^2+ (-5*v^(-6)+ 12*v^(-4)+ 11*v^(-2)-5)*z^4+ (-v^(-6)+ 6*v^(-4)+ 6*v^(-2)-1)*z^6+ (v^(-4)+ v^(-2))*z^8
12a_760,(-2*v^(-6)+ 2*v^(-4)+ 2*v^(-2)-1)+ (-3*v^(-6)+ 3*v^(-4)+ 7*v^(-2)-1-2*v^2)*z^2+ (-v^(-6)+ 3*v^(-4)+ 7*v^(-2)+ 2-v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6
12a_761,(-v^(-6)+ 3*v^(-2)-1)+ (-2*v^(-6)+ v^(-4)+ 6*v^(-2)-2*v^2)*z^2+ (-v^(-6)+ 2*v^(-4)+ 6*v^(-2)+ 2-v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6
12a_762,(4*v^4-3*v^6-v^8+ v^10)+ (10*v^4-8*v^6-7*v^8+ 6*v^10)*z^2+ (6*v^4-11*v^6-11*v^8+ 5*v^10)*z^4+ (v^4-6*v^6-6*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8
12a_763,(v^2+ 2*v^4-2*v^6-v^8+ v^10)+ (3*v^2+ 2*v^4-6*v^6-2*v^8+ 3*v^10)*z^2+ (v^2-2*v^4-7*v^6-3*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_764,(2*v^2-v^6-v^8+ v^10)+ (3*v^2-5*v^6-v^8+ 2*v^10)*z^2+ (v^2-2*v^4-6*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6
12a_765,(v^(-4)-2*v^(-2)+ 2)+ (2*v^(-4)-5*v^(-2)+ 3-2*v^2+ v^4)*z^2+ (v^(-4)-5*v^(-2)+ 4-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8
12a_766,(v^(-4)-2*v^(-2)+ 2)+ (2*v^(-4)-6*v^(-2)+ 6-5*v^2+ 2*v^4)*z^2+ (v^(-4)-6*v^(-2)+ 7-6*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8
12a_767,(2*v^2-v^6-v^8+ v^10)+ (1+ 2*v^2-2*v^4-3*v^6+ v^10)*z^2+ (-v^2-3*v^4-3*v^6-v^8)*z^4
12a_768,(-2*v^(-6)+ 4*v^(-4)-2*v^(-2)+ 1)+ (-3*v^(-6)+ 8*v^(-4)-5*v^(-2)+ 4-2*v^2)*z^2+ (-v^(-6)+ 7*v^(-4)-6*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8
12a_769,(-v^(-6)+ v^(-4)+ 2*v^(-2)-2+ v^2)+ (-v^(-6)+ 2*v^(-4)+ v^(-2)-1+ v^2-v^4)*z^2+ (2*v^(-4)+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6
12a_770,(v^(-2)-1+ 2*v^2-2*v^4+ v^6)+ (v^(-2)-2+ v^2-3*v^4+ v^8)*z^2+ (-2-v^4-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_771,(-2*v^(-6)+ 3*v^(-4))+ (-v^(-8)-3*v^(-6)+ 10*v^(-4)-2*v^(-2)-1)*z^2+ (-v^(-8)+ 9*v^(-4)-1)*z^4+ (v^(-6)+ 3*v^(-4)+ v^(-2))*z^6
12a_772,(2-2*v^2+ 2*v^6-v^8)+ (3-3*v^2-4*v^4+ 3*v^6+ v^8)*z^2+ (1-3*v^2-6*v^4-v^6+ v^8)*z^4+ (-v^2-2*v^4-v^6)*z^6
12a_773,(v^(-2)-1+ v^2)+ (v^(-2)-1-v^2-v^4+ v^8)*z^2+ (-1-2*v^2-2*v^4-v^6)*z^4
12a_774,(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ v^(-4)+ 2*v^(-2)+ 1-v^4)*z^2+ (v^(-4)+ 2*v^(-2)+ 2+ v^2)*z^4
12a_775,(1+ v^4-v^6-v^8+ v^10)+ (1-v^4-2*v^6-v^8+ v^10)*z^2+ (-v^2-2*v^4-2*v^6-v^8)*z^4
12a_776,(-2*v^(-2)+ 5-2*v^2)+ (-3*v^(-2)+ 9-6*v^2+ 3*v^4-v^6)*z^2+ (-v^(-2)+ 7-7*v^2+ 5*v^4-v^6)*z^4+ (2-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8
12a_777,(2-3*v^2+ 3*v^4-v^6)+ (3-7*v^2+ 6*v^4-4*v^6+ 2*v^8)*z^2+ (1-7*v^2+ 6*v^4-6*v^6+ v^8)*z^4+ (-2*v^2+ 4*v^4-2*v^6)*z^6+ (v^4)*z^8
12a_778,(v^(-4)-v^(-2)+ v^2)+ (2*v^(-4)-4*v^(-2)-v^2+ v^4)*z^2+ (v^(-4)-5*v^(-2)+ 3-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8
12a_779,(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ 2*v^(-4)+ v^(-2)+ v^2-v^4)*z^2+ (2*v^(-4)+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6
12a_780,(v^2+ 2*v^4-2*v^6-v^8+ v^10)+ (2*v^2+ 3*v^4-7*v^6+ v^8+ v^10)*z^2+ (v^2-8*v^6+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6
12a_781,(-v^(-4)+ 2*v^(-2))+ (-v^(-4)+ 3*v^(-2)-1-v^2+ 2*v^4-v^6)*z^2+ (2*v^(-2)-1-v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6
12a_782,(v^(-4)-v^(-2)+ v^2)+ (v^(-4)-3*v^(-2)+ v^2-2*v^4+ v^6)*z^2+ (-2*v^(-2)+ 1+ v^2-2*v^4)*z^4+ (1+ v^2)*z^6
12a_783,(v^(-2)-1+ v^2)+ (v^(-2)-2-v^6+ v^8)*z^2+ (-2-2*v^6)*z^4+ (v^2+ v^4)*z^6
12a_784,(-3*v^(-2)+ 6-v^2-v^4)+ (-6*v^(-2)+ 12+ v^2-3*v^4)*z^2+ (-4*v^(-2)+ 11+ 5*v^2-3*v^4)*z^4+ (-v^(-2)+ 5+ 4*v^2-v^4)*z^6+ (1+ v^2)*z^8
12a_785,(2*v^2-v^4)+ (2*v^2-4*v^6+ 4*v^8-v^10)*z^2+ (-v^2+ 3*v^4-7*v^6+ 3*v^8)*z^4+ (-v^2+ 3*v^4-3*v^6)*z^6+ (v^4)*z^8
12a_786,(-v^(-4)+ 2*v^(-2)-1+ 2*v^2-v^4)+ (-v^(-4)+ 3*v^(-2)-2+ 2*v^2+ v^4-v^6)*z^2+ (2*v^(-2)-1+ 2*v^4)*z^4+ (-1-v^2)*z^6
12a_787,(-v^(-6)+ 3*v^(-2)-1)+ (-v^(-6)+ 4*v^(-2)+ 2-v^2-v^4)*z^2+ (v^(-4)+ 3*v^(-2)+ 3+ v^2)*z^4
12a_788,(2-2*v^2+ v^4)+ (3-8*v^2+ 6*v^4-3*v^6+ v^8)*z^2+ (2-9*v^2+ 7*v^4-3*v^6)*z^4+ (1-4*v^2+ 3*v^4)*z^6+ (-v^2)*z^8
